SRSXF.KEY$,SRSXF.NOTCH.NO%,SRSXF.SHELF.KEY%,SRSXF.SHELF.DESC$
134908000602,31,998,Integrated Microslat Panel 200                      
<9:<08000104,7,1701,Three Way Gondola Shelf - Left                      
134908000203,1,91,15" Acrylic SlopingTray                             
789208000209,9,1837,IQM Single 1/2 Width Shelf                          
450008000904,2,897,400 GF/GL Lower Base Shelf                          
789208000302,32,1845,In-Queue Hopper Upper Section                       
<>4?0800030>,22,1816,Hanging Dump Bin incl Ticket H                      
:40308000202,27,41,400 Wood Shelf                                      
2?3608000304,29,824,300mm Metal Shelf with Divider                      
48??07000603,10,41,400 Wood Shelf                                      
=8008000503,29,901,400 Wood Shelf with Dividers                        
8:008000102,21,1704,Three Way Gondola Shelf - Left                      
<:5508000706,0,1409,Basket Shelf                                        
:6:908000103,11,1576,BFSDU Shelf - 200mm                                 
450008000505,2,897,400 GF/GL Lower Base Shelf                          
9?2=08000301,0,42,                                                    
8>9<08000104,8,1704,Three Way Gondola Shelf - Left                      
115?08000701,37,901,400 Wood Shelf with Dividers                        
6:808000105,1,41,400 Wood Shelf                                      
<:5508000602,33,1824,Fixed Base                                          
5=5608000303,17,41,400 Wood Shelf                                      
75=;01000101,0,42,                                                    
450008000;01,34,41,400 Wood Shelf                                      
659008000101,0,42,                                                    
789208000301,38,881,Clip Strip                                          
9=:<08000101,0,321,15" Mid Gondola Promotional Un                      
48??07000402,25,41,400 Wood Shelf                                      
867;0800011=,10,824,300mm Metal Shelf with Divider                      
453:08000903,20,252,500 Wood Shelf                                      
<84508000110,23,1556,Dummy Pack - Tray                                   
<7<08000305,12,41,400 Wood Shelf                                      
359708000103,6,534,BFSDU Shelf                                         
82:<08000101,31,534,BFSDU Shelf                                         
:40308000704,7,41,400 Wood Shelf                                      
>49908000101,0,1540,300mm Mid Gondola Site                              
1:;508000201,0,6,400 Base                                            
4=7505000201,1,891,300mm Metal Gondola Base Shelf                      
>5908000106,9,824,300mm Metal Shelf with Divider                      
:59308000102,33,990,400mm Metal Shelf with Divider                      
979;08000102,18,1704,Three Way Gondola Shelf - Left                      
253=08000207,19,824,300mm Metal Shelf with Divider                      
<>4?08000221,1,1816,Hanging Dump Bin incl Ticket H                      
<:5508000707,0,1409,Basket Shelf                                        
938407000102,0,1702,Three Way Gondola Shelf - Cent                      
058808000704,38,1765,Glasses Frame Support Column                        
;5:=08000102,0,885,Fragrance Supersite Shelf                           
104808000301,36,1556,Dummy Pack - Tray                                   
1=9308000101,40,1480,TOD 500 Shelf (Inc EPOS Strip)                      
233;08000101,1,891,300mm Metal Gondola Base Shelf                      
7>1;08000101,27,41,400 Wood Shelf                                      
413908000103,15,182,Gift Tag Hook 06                                    
;3;108000102,1,534,BFSDU Shelf                                         
94508000207,2,897,400 GF/GL Lower Base Shelf                          
<2508000203,7,60,200 Sloping Shelf with divider                      
0=6:08000202,31,41,400 Wood Shelf                                      
;5;808000101,0,326,12" Mid Gondola Promotional Un                      
4>0208000302,6,137,HL Shelf 1                                          
<45308000201,0,42,                                                    
450008000803,16,41,400 Wood Shelf                                      
918808000104,35,1816,Hanging Dump Bin incl Ticket H                      
457708000705,13,901,400 Wood Shelf with Dividers                        
8:0208000101,36,1564,Slat Panel Beech with 400mm Ho                      
:?:<08000101,0,321,15" Mid Gondola Promotional Un                      
6;;808000101,0,1544,200mm Mid Gondola Site                              
346;08000101,35,990,400mm Metal Shelf with Divider                      
5:9<08000101,54,1455,Blank Shelf For Line List                           
35:908000103,14,534,BFSDU Shelf                                         
8:608000101,31,1704,Three Way Gondola Shelf - Left                      
133>08000:10,5,1004,400mm Metal Wall Base Shelf wi                      
639<08000101,31,1702,Three Way Gondola Shelf - Cent                      
239>08000104,7,1704,Three Way Gondola Shelf - Left                      
:=9808000105,0,1702,Three Way Gondola Shelf - Cent                      
918808000222,2,1816,Hanging Dump Bin incl Ticket H                      
129608000101,27,1248,Three Way Gondola Shelf - Cent                      
=9908000101,30,534,BFSDU Shelf                                         
>9=08000105,1,1701,Three Way Gondola Shelf - Left                      
<:5508000404,27,100,300 Glass Shelf                                     
133>0800020=,12,990,400mm Metal Shelf with Divider                      
<>2608000902,34,114,200 Glass Shelf                                     
18:908000101,30,1701,Three Way Gondola Shelf - Left                      
457708000602,29,901,400 Wood Shelf with Dividers                        
115?08000304,13,901,400 Wood Shelf with Dividers                        
109908000101,4,6,400 Base                                            
777608000803,17,824,300mm Metal Shelf with Divider                      
10480800010<,16,1556,Dummy Pack - Tray                                   
885?08000102,37,41,400 Wood Shelf                                      
93;708000406,15,1837,IQM Single 1/2 Width Shelf                          
4?7:08000402,24,41,400 Wood Shelf                                      
2=:908000102,23,1704,Three Way Gondola Shelf - Left                      
133>08000503,48,990,400mm Metal Shelf with Divider                      
48508000102,25,115,300 Glass Shelf with dividers                       
91880800030=,22,1816,Hanging Dump Bin incl Ticket H                      
730208000203,14,41,400 Wood Shelf                                      
